ticker,name,close,change,market,date
708731,陽程元大5B購01,1.99,0.06,TPEx,2026-09-02
708732,陽程元大5B購02,1.74,-0.02,TPEx,2026-09-02
708733,陽程元大65購02,1.16,-0.01,TPEx,2026-09-02
708736,勤凱元大5B購03,0.37,0.06,TPEx,2026-09-02
708737,群翊元大5B購02,0.44,-0.03,TPEx,2026-09-02
708738,德微元大5B購01,2.12,-0.15,TPEx,2026-09-02
708739,德微元大5B購02,1.01,-0.12,TPEx,2026-09-02
708740,擎亞元大5B購03,0.63,-0.08,TPEx,2026-09-02
708741,擎亞元大5B購04,0.44,-0.07,TPEx,2026-09-02
708742,尼克森永豐5C購01,0.21,-0.01,TPEx,2026-09-02
708745,陽程永豐5B購02,1.13,0.04,TPEx,2026-09-02
708748,擎亞永豐5C購01,0.85,-0.01,TPEx,2026-09-02
708749,擎亞永豐61購01,0.95,-0.06,TPEx,2026-09-02
708750,雙鴻永豐65購01,2.07,0.31,TPEx,2026-09-02
708754,凡甲群益5B購02,0.06,-0.02,TPEx,2026-09-02
708755,中美晶群益5B購03,2.01,-0.19,TPEx,2026-09-02
708757,威剛群益61購02,0.96,-0.2,TPEx,2026-09-02
708761,擎亞群益5B購02,0.5,-0.04,TPEx,2026-09-02
708762,大中國票5B購01,0.51,-0.03,TPEx,2026-09-02
708766,沛亨國票5C購01,0.45,0.09,TPEx,2026-09-02
708771,博盛國票5C購01,0.44,-0.03,TPEx,2026-09-02
708773,陽程國票5B購01,1.69,-0.09,TPEx,2026-09-02
708774,新鉅科國票5C購01,0.52,0.06,TPEx,2026-09-02
708775,聖暉*國票5C購01,0.24,-0.05,TPEx,2026-09-02
708777,精材國票5C購02,2.58,-0.27,TPEx,2026-09-02
708779,廣閎科國票5C購01,0.8,-0.13,TPEx,2026-09-02
708780,擎亞國票5B購01,0.8,-0.08,TPEx,2026-09-02
708781,FH中5G凱基5B購01,0.38,-0.14,TPEx,2026-09-02
708784,光頡凱基5B購02,0.89,-0.31,TPEx,2026-09-02
708786,沛亨凱基5B購02,0.32,0.03,TPEx,2026-09-02
708788,聖暉*凱基5B購04,0.05,-0.03,TPEx,2026-09-02
708789,精材凱基5B購06,1.99,-0.11,TPEx,2026-09-02
708791,精材凱基5C購02,2.26,-0.22,TPEx,2026-09-02
708792,精材凱基61購04,2.01,-0.04,TPEx,2026-09-02
708793,德微凱基5B購01,1.18,-0.07,TPEx,2026-09-02
708794,世界中信5B購02,0.12,-0.03,TPEx,2026-09-02
708798,精材永豐65購01,1.75,-0.07,TPEx,2026-09-02
708799,台半元大5B購01,2.43,-0.14,TPEx,2026-09-02
708800,光頡元大5B購01,1.25,-0.06,TPEx,2026-09-02
708801,光頡元大5B購03,1.87,0.02,TPEx,2026-09-02
708802,聖暉*元大5B購03,0.33,-0.12,TPEx,2026-09-02
708803,聖暉*元大5B購04,0.22,-0.07,TPEx,2026-09-02
708804,雷科元大5B購01,2.55,0.28,TPEx,2026-09-02
708806,精材元大5B購14,4.04,-0.31,TPEx,2026-09-02
708807,精材元大5B購15,3.49,-0.22,TPEx,2026-09-02
708808,精材元大5B購16,3.95,-0.13,TPEx,2026-09-02
708809,精材元大5B購17,3.74,-0.36,TPEx,2026-09-02
708812,世界台新5B購04,0.58,-0.12,TPEx,2026-09-02
708813,光頡台新5B購01,2.17,0.16,TPEx,2026-09-02
708816,倚強台新5B購01,0.84,0.03,TPEx,2026-09-02
708818,榮剛台新5B購01,0.54,-0.03,TPEx,2026-09-02
708822,臺慶科台新5B購03,0.74,-0.15,TPEx,2026-09-02
708823,臺慶科台新5B購04,0.51,-0.13,TPEx,2026-09-02
708825,光頡國票5B購03,1.05,-0.17,TPEx,2026-09-02
708826,翔名國票5C購02,0.42,0.0,TPEx,2026-09-02
708827,聖暉*兆豐61購01,0.24,-0.09,TPEx,2026-09-02
708828,立敦群益5B購01,0.29,-0.05,TPEx,2026-09-02
708829,光頡群益5B購01,1.84,-0.01,TPEx,2026-09-02
708831,茂綸群益5C購01,0.33,0.01,TPEx,2026-09-02
708836,精材國泰5C購01,4.06,-0.31,TPEx,2026-09-02
708839,萬泰科富邦63購01,0.33,-0.04,TPEx,2026-09-02
708840,中美晶元大5B購04,1.98,-0.12,TPEx,2026-09-02
708843,威剛元大5B購10,1.58,0.01,TPEx,2026-09-02
708844,威剛元大5B購11,0.78,0.01,TPEx,2026-09-02
708845,翔名元大5B購01,0.24,0.0,TPEx,2026-09-02
708846,順達元大5B購05,1.52,-0.18,TPEx,2026-09-02
708847,新盛力元大5B購04,2.18,-0.27,TPEx,2026-09-02
708848,群翊元大5B購03,0.53,0.01,TPEx,2026-09-02
708849,擎亞元大5B購05,0.37,-0.05,TPEx,2026-09-02
708850,擎亞元大5B購06,0.65,-0.01,TPEx,2026-09-02
708852,台半凱基5B購01,1.0,-0.1,TPEx,2026-09-02
708853,立碁凱基5C購02,1.63,0.21,TPEx,2026-09-02
708855,光頡凱基5B購04,0.73,-0.02,TPEx,2026-09-02
708856,茂綸凱基5C購01,0.58,0.08,TPEx,2026-09-02
708858,德微凱基5B購02,0.48,-0.04,TPEx,2026-09-02
708861,沛亨台新5B購01,0.84,0.14,TPEx,2026-09-02
708864,捷創台新5B購01,0.6,0.06,TPEx,2026-09-02
708867,新盛力台新5C購01,3.6,0.0,TPEx,2026-09-02
708869,中美晶中信5B購01,0.93,-0.09,TPEx,2026-09-02
708870,光頡中信5B購01,0.4,-0.03,TPEx,2026-09-02
708871,威剛中信65購01,0.49,0.0,TPEx,2026-09-02
708873,光頡永豐64購01,1.53,0.04,TPEx,2026-09-02
708875,千如國票5C購01,0.5,-0.06,TPEx,2026-09-02
708877,台星科國票5C購02,0.55,-0.03,TPEx,2026-09-02
708878,光頡國票5C購01,0.97,-0.02,TPEx,2026-09-02
708880,亞通國票5B購01,0.94,-0.02,TPEx,2026-09-02
708882,能率國票5C購01,0.61,-0.01,TPEx,2026-09-02
708883,晶焱國票5B購01,0.35,0.02,TPEx,2026-09-02
708886,雅特力國票5C購01,1.98,-0.17,TPEx,2026-09-02
708887,萬泰科國票5C購01,0.38,-0.03,TPEx,2026-09-02
708888,雷科國票5B購02,1.2,0.12,TPEx,2026-09-02
708889,德微國票5C購01,0.87,-0.07,TPEx,2026-09-02
708890,擎亞國票5B購02,0.78,-0.08,TPEx,2026-09-02
708892,世界群益62購02,0.41,-0.04,TPEx,2026-09-02
708893,立碁群益5B購01,2.26,0.15,TPEx,2026-09-02
708894,光頡群益5B購02,0.78,-0.05,TPEx,2026-09-02
708895,均豪群益5B購02,0.7,-0.22,TPEx,2026-09-02
708896,擎亞群益5C購01,0.38,-0.05,TPEx,2026-09-02
708897,雷科國泰61購01,3.3,0.39,TPEx,2026-09-02
708902,大中統一63購01,0.69,-0.04,TPEx,2026-09-02
708903,大中統一65購01,0.62,-0.03,TPEx,2026-09-02
708905,世界統一65購01,0.41,-0.03,TPEx,2026-09-02
708907,尼克森統一63購01,0.27,-0.01,TPEx,2026-09-02
708912,光頡統一63購01,0.98,-0.01,TPEx,2026-09-02
708916,艾訊統一65購01,0.28,-0.02,TPEx,2026-09-02
708917,邑錡統一65購01,0.51,-0.02,TPEx,2026-09-02
708918,亞通統一65購01,0.68,-0.01,TPEx,2026-09-02
708919,欣銓統一63購01,0.66,-0.03,TPEx,2026-09-02
708920,欣銓統一65購02,0.6,0.0,TPEx,2026-09-02
708921,欣銓統一67購01,1.11,-0.05,TPEx,2026-09-02
708922,欣銓統一69購01,0.84,-0.02,TPEx,2026-09-02
708923,威剛統一64購02,0.5,0.0,TPEx,2026-09-02
708925,威剛統一65購02,0.68,0.01,TPEx,2026-09-02
708926,威剛統一65購03,0.53,0.01,TPEx,2026-09-02
708927,威剛統一69購01,0.46,-0.01,TPEx,2026-09-02
708929,茂綸統一63購01,0.44,-0.01,TPEx,2026-09-02
708930,翔名統一63購01,0.39,0.02,TPEx,2026-09-02
708931,翔名統一65購01,0.41,-0.02,TPEx,2026-09-02
708933,閎康統一65購02,0.38,0.0,TPEx,2026-09-02
708934,順達統一65購02,0.63,-0.04,TPEx,2026-09-02
708935,新盛力統一69購01,0.78,-0.05,TPEx,2026-09-02
708936,聖暉*統一63購02,0.26,-0.08,TPEx,2026-09-02
708937,臺慶科統一63購01,0.6,-0.08,TPEx,2026-09-02
708938,臺慶科統一65購01,0.44,-0.03,TPEx,2026-09-02
708939,擎亞統一67購01,0.5,-0.02,TPEx,2026-09-02
708940,中美晶凱基5B購04,1.67,-0.11,TPEx,2026-09-02
708941,世界凱基63購01,0.56,-0.06,TPEx,2026-09-02
708942,台半凱基61購01,0.94,-0.06,TPEx,2026-09-02
708943,台星科凱基5C購01,0.65,-0.08,TPEx,2026-09-02
708944,均豪凱基5B購03,0.46,-0.01,TPEx,2026-09-02
708945,威剛凱基5B購08,0.6,0.0,TPEx,2026-09-02
708946,德微凱基5C購01,0.48,-0.06,TPEx,2026-09-02
708948,順達台新61購01,2.35,-0.21,TPEx,2026-09-02
708949,鈊象台新5B購04,1.11,-0.06,TPEx,2026-09-02
708953,均豪元大5B購03,0.44,0.03,TPEx,2026-09-02
708954,威剛元大5B購12,0.94,-0.02,TPEx,2026-09-02
708955,威剛元大5B購13,0.76,0.0,TPEx,2026-09-02
708956,順達元大5B購06,2.01,-0.22,TPEx,2026-09-02
708959,雷科元大5B購03,1.63,0.12,TPEx,2026-09-02
708960,雷科元大5B購04,2.71,0.02,TPEx,2026-09-02
708961,擎亞元大5B購07,0.73,-0.04,TPEx,2026-09-02
708963,台半永豐5C購02,0.74,-0.08,TPEx,2026-09-02
708965,萬泰科永豐61購01,0.42,-0.01,TPEx,2026-09-02
708966,久元群益5B購01,0.05,0.0,TPEx,2026-09-02
708969,朋程群益5B購02,0.25,-0.02,TPEx,2026-09-02
708970,欣銓群益5B購03,0.89,-0.07,TPEx,2026-09-02
708974,雙鴻群益5B購08,4.04,0.73,TPEx,2026-09-02
708977,台半統一63購01,0.97,-0.06,TPEx,2026-09-02
708978,台半統一65購01,0.52,-0.01,TPEx,2026-09-02
708980,台星科統一65購01,0.59,-0.04,TPEx,2026-09-02
708982,沛亨統一69購01,0.5,0.06,TPEx,2026-09-02
708988,茂達統一65購01,0.66,0.0,TPEx,2026-09-02
708989,茂綸統一65購01,0.51,0.03,TPEx,2026-09-02
708990,閎康統一63購02,0.26,0.04,TPEx,2026-09-02
708991,聖暉*統一65購02,0.42,-0.03,TPEx,2026-09-02
708992,德微統一63購02,0.41,-0.04,TPEx,2026-09-02
708994,擎亞統一63購01,0.56,-0.04,TPEx,2026-09-02
708995,擎亞統一65購01,0.44,0.0,TPEx,2026-09-02
708996,擎亞統一66購01,0.61,-0.01,TPEx,2026-09-02
708997,鑫科統一69購01,0.31,-0.01,TPEx,2026-09-02
708999,安葆國票5C購02,0.71,-0.08,TPEx,2026-09-02
709001,泓格國票5B購01,0.37,-0.01,TPEx,2026-09-02
709002,泓格國票5C購01,0.43,-0.03,TPEx,2026-09-02
709003,雷科國票5B購04,1.65,0.03,TPEx,2026-09-02
709004,漢達國票5C購01,0.79,0.2,TPEx,2026-09-02
709005,德微國票5C購02,0.64,-0.05,TPEx,2026-09-02
709006,大中台新5B購01,1.2,-0.07,TPEx,2026-09-02
709008,立敦台新5B購03,0.59,-0.13,TPEx,2026-09-02
709009,佳邦台新5B購01,0.56,-0.09,TPEx,2026-09-02
709010,博大台新5B購01,0.81,0.08,TPEx,2026-09-02
709012,安葆凱基5C購02,0.93,-0.07,TPEx,2026-09-02
709015,威剛凱基5C購02,0.6,0.01,TPEx,2026-09-02
709016,茂達凱基5B購01,0.56,-0.03,TPEx,2026-09-02
709019,臺慶科凱基63購01,0.45,-0.14,TPEx,2026-09-02
709022,雙鴻凱基61購03,2.24,0.14,TPEx,2026-09-02
709023,中美晶群益5B購04,2.91,-0.26,TPEx,2026-09-02
709024,世界群益61購01,0.44,-0.06,TPEx,2026-09-02
709025,台半群益5B購02,1.17,-0.15,TPEx,2026-09-02
709027,均豪群益5B購04,0.7,0.07,TPEx,2026-09-02
709028,威剛群益5B購03,0.96,0.0,TPEx,2026-09-02
709029,茂達群益5B購01,0.91,-0.02,TPEx,2026-09-02
709030,智通*群益5B購01,0.57,-0.09,TPEx,2026-09-02
709032,新盛力群益61購01,3.04,-0.03,TPEx,2026-09-02
709033,擎亞群益65購01,0.63,-0.05,TPEx,2026-09-02
709034,台半元大5B購04,2.33,-0.2,TPEx,2026-09-02
709036,金益鼎元大5B購01,0.15,-0.02,TPEx,2026-09-02
709037,威剛元大5B購14,4.74,0.02,TPEx,2026-09-02
709038,原相元大5B購02,0.18,0.0,TPEx,2026-09-02
709039,順達元大5B購07,9.65,-0.85,TPEx,2026-09-02
709040,雷科元大5B購05,1.72,-0.28,TPEx,2026-09-02
709041,德微元大5B購03,0.58,-0.07,TPEx,2026-09-02
709042,擎亞元大5B購08,0.78,-0.12,TPEx,2026-09-02
709043,寶雅元大5B購01,2.17,-0.05,TPEx,2026-09-02
709044,威剛國泰5C購01,1.53,0.02,TPEx,2026-09-02
709046,威剛國泰5C購03,1.33,0.1,TPEx,2026-09-02
709049,台半富邦62購02,0.75,-0.04,TPEx,2026-09-02
709050,閎康富邦61購01,0.32,0.06,TPEx,2026-09-02
709051,新盛力富邦61購05,1.25,-0.19,TPEx,2026-09-02
709052,擎亞富邦5C購01,0.55,-0.07,TPEx,2026-09-02
709059,欣銓統一5B購01,0.59,0.01,TPEx,2026-09-02
709065,德微統一5B購01,0.22,-0.02,TPEx,2026-09-02
709068,擎亞統一63購02,0.48,-0.04,TPEx,2026-09-02
709069,擎亞統一65購02,0.52,0.0,TPEx,2026-09-02
709070,鑫科統一64購01,0.23,0.01,TPEx,2026-09-02
709072,佳邦永豐63購01,0.67,-0.06,TPEx,2026-09-02
709074,威剛永豐61購02,0.83,0.01,TPEx,2026-09-02
709077,擎亞永豐64購01,0.79,-0.07,TPEx,2026-09-02
709079,台半國票61購01,0.69,-0.03,TPEx,2026-09-02
709082,博大國票5C購01,0.43,0.01,TPEx,2026-09-02
709083,晶宏國票5C購02,1.91,0.32,TPEx,2026-09-02
709089,世紀*元大5B購01,7.8,-0.5,TPEx,2026-09-02
709090,台特化元大5B購02,0.52,-0.04,TPEx,2026-09-02
709092,智通*元大5B購01,0.74,0.0,TPEx,2026-09-02
709093,鈊象元大5B購02,0.91,-0.07,TPEx,2026-09-02
709094,群聯元大5B購15,2.85,-0.33,TPEx,2026-09-02
709096,廣穎元大5B購01,1.5,-0.07,TPEx,2026-09-02
709097,雙鴻元大5B購03,16.4,2.5,TPEx,2026-09-02
709100,晶宏國票5C購03,1.41,0.26,TPEx,2026-09-02
709102,群聯國票61購03,0.5,-0.06,TPEx,2026-09-02
709103,雷科國票5C購01,1.15,0.08,TPEx,2026-09-02
709104,臺慶科國票5C購03,0.24,-0.05,TPEx,2026-09-02
709107,擎亞國票5C購01,0.57,-0.06,TPEx,2026-09-02
709109,中美晶凱基63購01,1.33,-0.06,TPEx,2026-09-02
709111,凌陽創凱基5B購01,0.19,0.0,TPEx,2026-09-02
709113,博智凱基5B購02,0.39,-0.02,TPEx,2026-09-02
709114,博智凱基5B購03,0.21,-0.02,TPEx,2026-09-02
709115,群聯凱基5B購05,0.34,-0.04,TPEx,2026-09-02
709116,群聯凱基5B購06,0.34,-0.06,TPEx,2026-09-02
709117,群聯凱基5B購07,0.4,-0.06,TPEx,2026-09-02
709118,雙鴻凱基5B購02,2.14,0.54,TPEx,2026-09-02
709122,博盛台新5B購01,0.46,-0.07,TPEx,2026-09-02
709123,博智台新5B購01,0.72,-0.03,TPEx,2026-09-02
709126,順達台新5B購04,2.24,-0.31,TPEx,2026-09-02
709127,群聯台新5B購09,0.75,-0.11,TPEx,2026-09-02
709130,雷科台新5B購01,1.93,-0.04,TPEx,2026-09-02
709131,雷科台新5B購02,1.43,0.08,TPEx,2026-09-02
709136,博智富邦61購02,0.38,-0.02,TPEx,2026-09-02
709142,群聯永豐5C購05,0.39,-0.05,TPEx,2026-09-02
709146,漢科永豐5C購01,0.28,-0.01,TPEx,2026-09-02
709147,中美晶統一66購01,0.73,-0.04,TPEx,2026-09-02
709150,沛亨統一64購01,0.34,0.0,TPEx,2026-09-02
709151,沛亨統一65購02,0.39,0.05,TPEx,2026-09-02
709152,佳邦統一63購01,0.41,-0.05,TPEx,2026-09-02
709155,欣銓統一63購02,0.54,0.01,TPEx,2026-09-02
709156,茂達統一65購03,0.49,0.01,TPEx,2026-09-02
709157,茂達統一69購01,0.63,0.0,TPEx,2026-09-02
709158,茂綸統一65購02,0.55,0.02,TPEx,2026-09-02
709159,茂綸統一65購03,0.5,0.03,TPEx,2026-09-02
709160,神準統一66購01,0.54,-0.01,TPEx,2026-09-02
709161,博智統一63購02,0.36,-0.02,TPEx,2026-09-02
709162,博智統一65購01,0.5,-0.04,TPEx,2026-09-02
709165,群聯統一5B購02,0.18,-0.03,TPEx,2026-09-02
709166,群聯統一63購01,0.36,-0.03,TPEx,2026-09-02
709167,群聯統一63購02,0.3,-0.03,TPEx,2026-09-02
709168,群聯統一65購01,0.32,-0.03,TPEx,2026-09-02
709170,群聯統一69購01,0.98,-0.04,TPEx,2026-09-02
709171,群聯統一69購02,0.59,-0.03,TPEx,2026-09-02
709172,群聯統一6B購01,1.05,-0.04,TPEx,2026-09-02
709173,群聯統一75購01,1.12,-0.04,TPEx,2026-09-02
709174,聖暉*統一65購03,0.43,-0.04,TPEx,2026-09-02
709176,臺慶科統一65購02,0.34,-0.03,TPEx,2026-09-02
709179,廣穎統一65購01,0.76,-0.02,TPEx,2026-09-02
709181,擎亞統一65購03,0.56,-0.02,TPEx,2026-09-02
709182,擎亞統一65購04,0.51,-0.05,TPEx,2026-09-02
709186,倚強群益5B購01,0.85,0.11,TPEx,2026-09-02
709191,新盛力群益61購02,2.35,-0.24,TPEx,2026-09-02
709192,群聯群益5B購07,1.03,-0.09,TPEx,2026-09-02
709193,臺慶科群益5B購03,0.18,-0.02,TPEx,2026-09-02
709195,擎亞群益62購01,0.53,-0.02,TPEx,2026-09-02
709200,富喬永豐61購02,1.03,-0.03,TPEx,2026-09-02
709201,富喬永豐66購01,1.33,0.06,TPEx,2026-09-02
709202,富喬永豐68購01,1.2,-0.03,TPEx,2026-09-02
709203,順達永豐64購01,1.03,-0.08,TPEx,2026-09-02
709205,鈊象永豐63購01,0.88,-0.05,TPEx,2026-09-02
709206,新盛力永豐5C購02,0.88,-0.12,TPEx,2026-09-02
709207,擎亞永豐63購01,0.5,-0.01,TPEx,2026-09-02
709210,富喬凱基5B購02,1.13,0.07,TPEx,2026-09-02
709211,富喬凱基61購02,1.37,0.05,TPEx,2026-09-02
709212,富喬凱基61購03,1.16,0.03,TPEx,2026-09-02
709213,勤凱凱基5B購02,0.2,0.02,TPEx,2026-09-02
709214,勤凱凱基5B購03,0.27,0.04,TPEx,2026-09-02
709215,勤凱凱基5B購04,0.42,0.02,TPEx,2026-09-02
709217,臺慶科凱基5B購03,0.1,-0.02,TPEx,2026-09-02
709218,擎亞凱基61購01,0.52,-0.01,TPEx,2026-09-02
709221,台星科台新5B購02,0.68,-0.08,TPEx,2026-09-02
709222,立碁台新62購01,1.58,0.17,TPEx,2026-09-02
709224,佳邦台新5B購02,0.51,-0.04,TPEx,2026-09-02
709225,佳邦台新5B購03,0.23,-0.04,TPEx,2026-09-02
709226,順達台新5B購05,2.61,-0.29,TPEx,2026-09-02
709228,勤凱台新5B購03,0.34,0.08,TPEx,2026-09-02
709229,擎亞台新5B購01,0.96,-0.09,TPEx,2026-09-02
709230,擎亞台新5B購02,0.88,-0.11,TPEx,2026-09-02
709231,雙鴻台新5B購01,3.66,0.58,TPEx,2026-09-02
709232,雙鴻台新5B購02,3.03,0.59,TPEx,2026-09-02
709233,雙鴻台新5B購03,1.98,0.31,TPEx,2026-09-02
709237,順達國泰5C購01,0.9,-0.1,TPEx,2026-09-02
709241,富喬富邦5B購02,0.75,0.04,TPEx,2026-09-02
709243,均豪元大5B購04,3.76,-0.2,TPEx,2026-09-02
709244,欣銓元大5B購03,1.07,-0.03,TPEx,2026-09-02
709245,威剛元大5B購15,1.77,0.0,TPEx,2026-09-02
709247,博智元大5B購03,0.55,-0.03,TPEx,2026-09-02
709248,富喬元大5B購03,2.02,-0.18,TPEx,2026-09-02
709249,富喬元大5B購04,0.95,0.03,TPEx,2026-09-02
709250,富喬元大5B購05,1.06,0.09,TPEx,2026-09-02
709252,新盛力元大5B購06,1.69,-0.31,TPEx,2026-09-02
709253,新盛力元大5B購07,1.96,-0.25,TPEx,2026-09-02
709254,群聯元大5B購17,2.92,-0.24,TPEx,2026-09-02
709255,群聯元大5B購18,0.52,-0.06,TPEx,2026-09-02
709257,擎亞元大5B購09,0.29,-0.03,TPEx,2026-09-02
709258,中美晶群益5B購05,5.6,-0.95,TPEx,2026-09-02
709259,均豪群益5B購05,1.06,-0.23,TPEx,2026-09-02
709260,富喬群益5B購02,1.36,0.06,TPEx,2026-09-02
709262,新盛力群益63購01,1.59,-0.02,TPEx,2026-09-02
709264,群聯群益5B購08,1.41,-0.26,TPEx,2026-09-02
709265,擎亞群益5B購03,0.59,0.0,TPEx,2026-09-02
709266,雙鴻群益5B購09,2.54,0.26,TPEx,2026-09-02
709267,方土昶永豐5C購01,0.57,-0.04,TPEx,2026-09-02
709268,茂達永豐63購01,0.59,-0.03,TPEx,2026-09-02
709269,精確永豐5B購01,0.13,-0.01,TPEx,2026-09-02
709271,中美晶凱基5B購05,0.71,-0.1,TPEx,2026-09-02
709273,立碁凱基5B購02,0.58,0.08,TPEx,2026-09-02
709274,均豪凱基5B購04,0.34,0.04,TPEx,2026-09-02
709275,沛亨凱基5C購01,0.34,0.05,TPEx,2026-09-02
709277,華容凱基5B購01,2.25,-0.22,TPEx,2026-09-02
709280,精材凱基5B購09,1.81,-0.02,TPEx,2026-09-02
709282,立碁台新5B購01,1.52,0.18,TPEx,2026-09-02
709283,立碁台新5B購02,1.38,0.13,TPEx,2026-09-02
709287,南俊台新5B購01,0.89,-0.01,TPEx,2026-09-02
709288,南俊台新5B購02,0.88,0.0,TPEx,2026-09-02
709289,順達台新5B購06,0.96,-0.13,TPEx,2026-09-02
709290,勤凱台新5B購04,0.25,0.05,TPEx,2026-09-02
709291,臺慶科台新5B購06,0.52,-0.11,TPEx,2026-09-02
709292,臺慶科台新5B購07,0.51,-0.09,TPEx,2026-09-02
709293,群聯兆豐65購03,0.54,-0.04,TPEx,2026-09-02
709296,世界元大5B購04,0.8,-0.08,TPEx,2026-09-02
709297,台半元大5B購05,0.99,-0.12,TPEx,2026-09-02
709298,倚強元大5B購01,0.81,0.08,TPEx,2026-09-02
709300,群聯元大61購07,0.55,-0.03,TPEx,2026-09-02
709301,聖暉*元大5B購05,0.47,-0.12,TPEx,2026-09-02
709302,臺慶科元大5B購02,0.24,-0.07,TPEx,2026-09-02
709307,中美晶群益5B購06,1.67,-0.21,TPEx,2026-09-02
709308,世界群益5C購02,0.41,-0.05,TPEx,2026-09-02
709309,南俊群益5B購01,0.5,-0.18,TPEx,2026-09-02
709310,茂達群益5B購02,0.38,-0.01,TPEx,2026-09-02
709311,富喬群益5B購03,1.64,0.12,TPEx,2026-09-02
709312,群聯群益5B購09,0.31,-0.05,TPEx,2026-09-02
709313,精材群益5B購09,3.69,-0.1,TPEx,2026-09-02
709314,雙鴻群益5B購10,1.89,0.29,TPEx,2026-09-02
709317,順達永豐64購02,0.57,-0.04,TPEx,2026-09-02
709320,群聯永豐65購05,0.47,-0.04,TPEx,2026-09-02
709328,富喬元大61購03,1.46,0.05,TPEx,2026-09-02
709329,群聯元大61購08,0.56,-0.06,TPEx,2026-09-02
709332,順達富邦61購01,0.32,-0.04,TPEx,2026-09-02
709333,大中群益5B購01,0.41,-0.03,TPEx,2026-09-02
709334,大中群益5B購02,0.44,-0.02,TPEx,2026-09-02
709335,均豪群益5B購06,0.47,-0.1,TPEx,2026-09-02
709337,良維群益5B購04,0.3,-0.03,TPEx,2026-09-02
709346,台半凱基5B購03,0.25,-0.04,TPEx,2026-09-02
709347,沛亨凱基5B購04,0.22,0.03,TPEx,2026-09-02
709351,聖暉*凱基5B購05,0.24,-0.07,TPEx,2026-09-02
709353,大中台新5B購03,0.43,-0.04,TPEx,2026-09-02
709354,台半台新5B購04,0.85,-0.1,TPEx,2026-09-02
709355,台半台新5B購05,0.5,-0.06,TPEx,2026-09-02
709357,博盛台新5B購02,0.44,-0.06,TPEx,2026-09-02
709359,勤凱台新5B購05,0.07,-0.03,TPEx,2026-09-02
709362,台半凱基5B購04,0.37,-0.04,TPEx,2026-09-02
709366,富喬凱基62購01,1.0,-0.03,TPEx,2026-09-02
709368,萊德光凱基5B購02,0.11,-0.01,TPEx,2026-09-02
709371,群翊凱基62購01,0.32,0.01,TPEx,2026-09-02
709372,聖暉*凱基5B購06,0.1,-0.02,TPEx,2026-09-02
709375,雙鴻凱基5B購03,1.77,0.32,TPEx,2026-09-02
709386,長科*元大5B購01,1.36,0.11,TPEx,2026-09-02
709388,順達元大62購01,0.94,-0.06,TPEx,2026-09-02
709390,群聯元大63購04,0.43,-0.03,TPEx,2026-09-02
709399,勤凱國泰5C購02,0.4,0.02,TPEx,2026-09-02
709404,勤凱永豐5C購04,0.18,0.01,TPEx,2026-09-02
709408,中美晶元大5C購03,1.45,-0.07,TPEx,2026-09-02
709409,世界元大5C購02,0.99,-0.1,TPEx,2026-09-02
709413,富喬元大5C購03,1.16,0.04,TPEx,2026-09-02
709414,順達元大5C購02,1.0,-0.05,TPEx,2026-09-02
709416,群聯元大5C購03,2.08,-0.19,TPEx,2026-09-02
709418,中美晶永豐64購01,0.82,-0.05,TPEx,2026-09-02
709420,晶焱永豐61購01,0.19,0.02,TPEx,2026-09-02
709424,台半凱基5C購02,0.15,-0.02,TPEx,2026-09-02
709429,威剛凱基64購01,0.66,0.0,TPEx,2026-09-02
709433,勤凱凱基62購01,0.2,0.02,TPEx,2026-09-02
709434,群聯凱基66購01,0.43,-0.03,TPEx,2026-09-02
709438,湧德台新61購01,1.02,-0.02,TPEx,2026-09-02
709443,台半群益5C購01,0.33,-0.03,TPEx,2026-09-02
709444,台特化群益5C購02,1.03,0.0,TPEx,2026-09-02
709445,立敦群益5C購01,0.06,-0.02,TPEx,2026-09-02
709447,廣穎群益5C購01,0.5,-0.08,TPEx,2026-09-02
709448,雙鴻群益5C購01,3.67,0.54,TPEx,2026-09-02
709449,聖暉*國泰61購01,0.39,-0.07,TPEx,2026-09-02
709450,雙鴻國泰61購02,2.75,0.25,TPEx,2026-09-02
709452,台半富邦64購01,0.33,-0.02,TPEx,2026-09-02
709455,宏捷科富邦66購02,0.23,-0.01,TPEx,2026-09-02
709456,長科*富邦63購01,0.95,0.04,TPEx,2026-09-02
709457,威剛富邦62購01,0.54,0.0,TPEx,2026-09-02
709458,富喬富邦66購01,1.04,0.06,TPEx,2026-09-02
709462,鈊象富邦66購01,0.79,-0.01,TPEx,2026-09-02
709464,雙鴻富邦64購01,1.81,0.18,TPEx,2026-09-02
709466,台半國票61購03,0.24,-0.02,TPEx,2026-09-02
709468,佳邦國票61購02,0.08,0.0,TPEx,2026-09-02
709469,萊德光國票61購01,0.11,-0.01,TPEx,2026-09-02
709471,中美晶群益62購02,0.63,-0.06,TPEx,2026-09-02
709474,茂綸群益62購01,1.0,0.08,TPEx,2026-09-02
709475,振曜群益5C購01,0.28,-0.02,TPEx,2026-09-02
709481,欣銓永豐64購01,0.93,0.02,TPEx,2026-09-02
709482,達航永豐61購01,0.34,0.03,TPEx,2026-09-02
709483,達航永豐64購01,0.52,0.01,TPEx,2026-09-02
709486,順達富邦61購02,0.46,-0.06,TPEx,2026-09-02
